respondent_ID,year,age,race,sex,educ,degree,padeg,madeg,vetyears,dwelling,dwelown,relig,famgen,zodiac,wrkslf,wrkgovt,marital,sibs,childs,agekdbrn,res16,reg16,parborn,partyid,vote12,pres12,wordsum,voted_16,party_id3
460,2018,22,white,female,14,junior college,bachelor,high school,none,apartment house,pays rent,protestant,1 gen,cancer,someone else,private,married,1,0,NA,town lt 50000,mountain,both in u.s,not str democrat,ineligible,NA,2,did not vote,democrat
1938,2018,26,white,female,16,bachelor,graduate,bachelor,none,detached 1-fam house,NA,other,1 gen,leo,someone else,government,married,1,0,NA,"country,nonfarm",mountain,both in u.s,not str democrat,voted,obama,NA,voted,democrat
1489,2018,60,white,male,18,graduate,bachelor,junior college,none,detached 1-fam house,NA,catholic,1 gen,cancer,someone else,private,married,4,2,25,big-city suburb,middle atlantic,both in u.s,strong republican,voted,romney,NA,voted,republican
122,2018,61,white,female,12,high school,high school,lt high school,none,detached 1-fam house,own or is buying,catholic,1 gen,capricorn,someone else,private,married,3,2,22,town lt 50000,new england,both in u.s,independent,did not vote,NA,8,did not vote,independent
1619,2018,59,white,female,16,bachelor,graduate,high school,none,detached 1-fam house,own or is buying,catholic,1 gen,sagittarius,someone else,private,married,7,4,24,city gt 250000,w. sou. central,both in u.s,"ind,near rep",voted,NA,6,voted,independent
2210,2018,63,white,female,14,junior college,graduate,high school,none,detached 1-fam house,NA,protestant,1 gen,virgo,someone else,private,divorced,1,1,35,town lt 50000,e. nor. central,both in u.s,"ind,near rep",voted,romney,NA,voted,independent
2201,2018,56,white,female,10,high school,lt high school,lt high school,none,2 units side by side,pays rent,protestant,"2 gens, children",cancer,self-employed,private,divorced,5,2,23,big-city suburb,w. nor. central,both in u.s,not str republican,did not vote,NA,4,voted,republican
1518,2018,68,white,female,15,junior college,lt high school,lt high school,none,detached 1-fam house,NA,catholic,"2 gens, children",aries,someone else,government,divorced,10,2,28,town lt 50000,foreign,mother only,strong democrat,voted,obama,NA,voted,democrat
2166,2018,38,white,male,14,junior college,high school,high school,more than 4 yrs,detached 1-fam house,own or is buying,protestant,1 gen,gemini,someone else,government,married,1,2,35,city gt 250000,w. sou. central,both in u.s,not str republican,did not vote,NA,6,voted,republican
1624,2018,42,white,female,16,bachelor,graduate,junior college,none,detached 1-fam house,own or is buying,catholic,"2 gens, children",pisces,someone else,private,married,3,4,27,big-city suburb,e. sou. central,both in u.s,not str republican,voted,romney,7,voted,republican
1443,2018,31,white,male,16,bachelor,NA,graduate,none,apartment house,NA,protestant,1 gen,cancer,someone else,private,never married,3,0,NA,town lt 50000,south atlantic,both in u.s,not str democrat,voted,obama,NA,voted,democrat
1291,2018,60,white,female,20,graduate,bachelor,junior college,none,detached 1-fam house,NA,none,1 gen,scorpio,someone else,government,never married,6,0,NA,town lt 50000,middle atlantic,both in u.s,strong democrat,voted,obama,NA,voted,democrat
296,2018,45,white,female,16,bachelor,high school,lt high school,none,detached 1-fam house,own or is buying,none,"2 gens, children",gemini,someone else,private,married,4,3,24,town lt 50000,e. nor. central,both in u.s,"ind,near dem",voted,obama,8,voted,independent
945,2018,59,black,male,12,high school,NA,NA,more than 4 yrs,detached 1-fam house,NA,none,"3 gens, grandchldrn",taurus,someone else,private,married,8,3,19,city gt 250000,south atlantic,both in u.s,independent,voted,obama,NA,voted,independent
628,2018,31,black,female,20,graduate,high school,high school,none,detached 1-fam house,NA,none,"2 gens, children",libra,someone else,private,never married,2,1,30,town lt 50000,w. sou. central,both in u.s,"ind,near dem",voted,obama,NA,did not vote,independent
2061,2018,30,white,female,14,high school,lt high school,high school,none,detached 1-fam house,NA,protestant,"2 gens, children",scorpio,someone else,private,never married,1,3,20,town lt 50000,pacific,both in u.s,"ind,near dem",voted,other candidate (specify),NA,did not vote,independent
550,2018,74,white,female,20,graduate,high school,high school,none,detached 1-fam house,own or is buying,protestant,1 gen,aquarius,someone else,government,divorced,3,2,27,town lt 50000,new england,both in u.s,"ind,near dem",voted,obama,9,voted,independent
1896,2018,61,white,female,10,lt high school,lt high school,NA,none,detached 1-fam house,NA,protestant,"3 gens, grandchldrn",capricorn,someone else,private,divorced,3,6,17,town lt 50000,w. sou. central,both in u.s,independent,did not vote,NA,NA,voted,independent
425,2018,57,white,female,12,high school,high school,high school,none,detached 1-fam house,own or is buying,catholic,1 gen,sagittarius,someone else,private,married,3,2,18,town lt 50000,new england,both in u.s,independent,did not vote,NA,5,did not vote,independent
1177,2018,35,white,male,13,high school,NA,graduate,none,detached 1-fam house,own or is buying,catholic,"2 gens, children",cancer,someone else,private,married,4,1,24,city gt 250000,e. nor. central,both in u.s,independent,voted,obama,8,voted,independent
1610,2018,25,white,male,12,high school,high school,NA,none,detached 1-fam house,NA,none,1 gen,virgo,someone else,private,never married,5,0,NA,big-city suburb,e. sou. central,both in u.s,independent,did not vote,NA,NA,did not vote,independent
210,2018,25,other,female,12,high school,high school,junior college,none,detached 1-fam house,own or is buying,catholic,"2 gens, children",sagittarius,someone else,private,never married,1,0,NA,town lt 50000,pacific,father only,independent,voted,obama,3,voted,independent
90,2018,28,other,male,18,graduate,graduate,bachelor,none,apartment-4 stories,pays rent,moslem/islam,1 gen,virgo,self-employed,private,never married,2,0,NA,big-city suburb,w. sou. central,neither in u.s,not str democrat,voted,obama,8,voted,democrat
1196,2018,85,white,male,12,high school,high school,high school,2 to 4  years,detached 1-fam house,NA,catholic,1 gen,aries,someone else,government,married,1,4,20,town lt 50000,e. nor. central,both in u.s,"ind,near rep",voted,romney,NA,voted,independent
1281,2018,36,white,female,16,bachelor,high school,lt high school,none,detached 1-fam house,NA,none,"2 gens, children",capricorn,someone else,private,married,2,3,24,"country,nonfarm",middle atlantic,both in u.s,not str democrat,voted,obama,NA,voted,democrat
182,2018,74,white,female,16,high school,NA,lt high school,none,apartment-4 stories,pays rent,protestant,1 gen,virgo,self-employed,private,divorced,3,4,24,city gt 250000,foreign,neither in u.s,"ind,near dem",did not vote,NA,6,did not vote,independent
2278,2018,64,white,male,13,high school,NA,lt high school,none,detached 1-fam house,own or is buying,protestant,1 gen,capricorn,someone else,private,divorced,5,2,21,farm,e. sou. central,both in u.s,"ind,near rep",voted,romney,6,voted,independent
1707,2018,64,white,male,16,bachelor,graduate,high school,none,detached 1-fam house,own or is buying,other,1 gen,aries,self-employed,NA,never married,2,0,NA,"country,nonfarm",e. nor. central,both in u.s,"ind,near rep",did not vote,NA,10,did not vote,independent
725,2018,54,black,female,12,high school,NA,lt high school,none,detached 1-fam house,pays rent,catholic,1 gen,sagittarius,someone else,government,never married,11,1,19,city gt 250000,e. nor. central,both in u.s,strong democrat,voted,obama,5,voted,democrat
913,2018,27,white,female,15,high school,high school,NA,none,detached 1-fam house,pays rent,protestant,1 gen,aries,someone else,government,married,2,0,NA,city gt 250000,w. nor. central,both in u.s,not str democrat,did not vote,NA,6,did not vote,democrat
1422,2018,32,white,female,14,high school,high school,bachelor,none,2 units side by side,NA,none,"2 gens, children",aquarius,self-employed,private,never married,3,2,18,town lt 50000,south atlantic,both in u.s,"ind,near dem",voted,obama,NA,did not vote,independent
428,2018,44,other,male,20,graduate,graduate,bachelor,none,detached 1-fam house,own or is buying,none,"2 gens, children",sagittarius,self-employed,private,married,1,2,35,big-city suburb,pacific,neither in u.s,not str democrat,voted,obama,9,voted,democrat
1668,2018,54,white,female,10,high school,NA,lt high school,none,2 units-one above,pays rent,protestant,"2 gens, grandchldrn",leo,someone else,NA,married,5,3,16,town lt 50000,south atlantic,both in u.s,"ind,near dem",did not vote,NA,6,did not vote,independent
549,2018,78,black,female,12,lt high school,lt high school,lt high school,none,detached 1-fam house,NA,protestant,1 gen,leo,someone else,government,widowed,4,4,21,town lt 50000,w. sou. central,both in u.s,strong democrat,voted,obama,3,voted,democrat
7,2018,59,black,female,13,high school,NA,lt high school,none,2 units side by side,NA,protestant,"2 gens, children",leo,someone else,government,divorced,7,6,18,50000 to 250000,middle atlantic,both in u.s,strong democrat,voted,obama,NA,voted,democrat
1714,2018,44,white,female,18,graduate,high school,junior college,none,detached 1-fam house,own or is buying,none,1 gen,NA,someone else,private,divorced,1,1,32,town lt 50000,e. nor. central,both in u.s,strong democrat,voted,obama,8,voted,democrat
2154,2018,31,white,female,14,high school,high school,high school,none,detached 1-fam house,pays rent,catholic,"2 gens, children",aquarius,someone else,government,married,3,1,29,50000 to 250000,pacific,both in u.s,not str democrat,did not vote,NA,5,did not vote,democrat
2220,2018,23,white,male,12,high school,high school,high school,none,apartment house,pays rent,protestant,1 gen,libra,someone else,private,never married,2,0,NA,town lt 50000,e. nor. central,both in u.s,"ind,near dem",ineligible,NA,6,did not vote,independent
2010,2018,19,other,female,12,high school,lt high school,lt high school,none,apartment house,pays rent,catholic,1 gen,cancer,NA,NA,never married,2,0,NA,big-city suburb,pacific,neither in u.s,"ind,near dem",ineligible,NA,4,did not vote,independent
244,2018,30,white,female,13,high school,NA,lt high school,none,detached 1-fam house,own or is buying,catholic,"2 gens, children",leo,someone else,private,married,4,3,23,town lt 50000,pacific,neither in u.s,independent,voted,obama,5,did not vote,independent
2064,2018,54,white,female,18,bachelor,high school,NA,none,detached 1-fam house,other,catholic,1 gen,taurus,someone else,government,married,1,3,25,50000 to 250000,pacific,both in u.s,not str republican,voted,romney,4,voted,republican
1541,2018,43,black,female,19,graduate,NA,junior college,none,detached 1-fam house,own or is buying,catholic,"2 gens, children",virgo,someone else,private,married,6,1,35,"country,nonfarm",e. sou. central,both in u.s,strong democrat,voted,obama,6,voted,democrat
467,2018,48,other,female,14,junior college,junior college,lt high school,none,detached 1-fam house,pays rent,catholic,"2 gens, children",capricorn,someone else,government,married,6,2,28,city gt 250000,pacific,neither in u.s,not str democrat,voted,obama,5,voted,democrat
2309,2018,53,black,female,9,high school,NA,NA,none,row house,pays rent,none,1 gen,libra,someone else,private,never married,4,1,17,town lt 50000,south atlantic,both in u.s,not str democrat,voted,NA,3,voted,democrat
745,2018,18,white,male,12,high school,high school,high school,none,detached 1-fam house,NA,catholic,"2 gens, children",aries,someone else,NA,never married,2,0,NA,50000 to 250000,e. nor. central,both in u.s,not str republican,ineligible,NA,NA,did not vote,republican
1042,2018,70,black,female,14,high school,lt high school,lt high school,none,detached 1-fam house,own or is buying,protestant,1 gen,scorpio,someone else,private,married,4,3,24,50000 to 250000,south atlantic,both in u.s,not str democrat,voted,obama,6,voted,democrat
55,2018,46,white,male,16,bachelor,graduate,bachelor,none,detached 1-fam house,own or is buying,none,1 gen,aquarius,someone else,private,married,2,2,28,city gt 250000,foreign,neither in u.s,independent,voted,obama,8,voted,independent
1079,2018,41,white,male,8,lt high school,high school,NA,none,apartment house,NA,catholic,1 gen,virgo,someone else,private,never married,7,2,17,city gt 250000,w. sou. central,both in u.s,"ind,near rep",voted,obama,NA,did not vote,independent
195,2018,57,white,male,11,lt high school,high school,high school,none,row house,pays rent,none,1 gen,virgo,someone else,private,married,6,1,19,city gt 250000,pacific,both in u.s,strong republican,voted,romney,4,did not vote,republican
954,2018,40,white,female,9,lt high school,lt high school,lt high school,none,apartment house,NA,protestant,"2 gens, children",sagittarius,someone else,private,never married,3,2,25,city gt 250000,foreign,neither in u.s,independent,ineligible,NA,NA,did not vote,independent
2272,2018,34,white,female,11,lt high school,NA,lt high school,none,trailer,pays rent,protestant,"2 gens, children",cancer,someone else,private,married,2,3,17,town lt 50000,e. sou. central,both in u.s,independent,did not vote,NA,4,did not vote,independent
