respondent_ID,year,age,race,sex,educ,degree,padeg,madeg,vetyears,dwelling,dwelown,relig,famgen,zodiac,wrkslf,wrkgovt,marital,sibs,childs,agekdbrn,res16,reg16,parborn,partyid,vote12,pres12,wordsum,voted_16,party_id3
1262,2018,72,white,female,14,high school,NA,high school,none,detached 1-fam house,own or is buying,protestant,1 gen,scorpio,someone else,government,widowed,1,1,21,city gt 250000,south atlantic,both in u.s,not str democrat,voted,obama,4,voted,democrat
1174,2018,33,black,female,18,bachelor,NA,lt high school,none,2 units side by side,NA,christian,"2 gens, children",libra,someone else,government,married,2,2,15,city gt 250000,e. nor. central,both in u.s,not str democrat,voted,obama,NA,voted,democrat
1730,2018,41,black,male,16,bachelor,NA,high school,none,detached 1-fam house,pays rent,none,1 gen,aries,someone else,private,never married,10,1,39,50000 to 250000,e. nor. central,both in u.s,not str democrat,did not vote,NA,3,did not vote,democrat
13,2018,61,white,female,13,high school,high school,high school,none,3-4 fam house,pays rent,catholic,1 gen,leo,someone else,government,divorced,9,2,20,50000 to 250000,new england,both in u.s,not str democrat,did not vote,NA,6,did not vote,democrat
1927,2018,27,white,male,13,high school,NA,bachelor,none,2 units side by side,pays rent,none,"2 gens, children",virgo,self-employed,private,never married,1,1,25,big-city suburb,mountain,both in u.s,independent,ineligible,NA,7,did not vote,independent
166,2018,71,white,female,13,high school,high school,high school,none,detached 1-fam house,own or is buying,none,1 gen,taurus,someone else,government,never married,2,1,21,big-city suburb,pacific,both in u.s,"ind,near dem",voted,obama,9,voted,independent
1084,2018,33,white,female,13,high school,high school,lt high school,none,detached 1-fam house,NA,none,"3 gens, chld, par",scorpio,someone else,private,married,5,4,16,city gt 250000,w. sou. central,both in u.s,independent,did not vote,NA,NA,did not vote,independent
555,2018,41,white,female,17,bachelor,bachelor,bachelor,none,detached 1-fam house,own or is buying,catholic,1 gen,capricorn,someone else,private,married,2,2,32,big-city suburb,middle atlantic,father only,other party,voted,obama,10,voted,other party
641,2018,53,white,male,16,bachelor,graduate,high school,none,detached 1-fam house,own or is buying,none,"2 gens, children",aries,someone else,government,married,1,1,37,town lt 50000,e. nor. central,both in u.s,other party,voted,other candidate (specify),7,voted,other party
666,2018,36,black,female,16,bachelor,graduate,graduate,none,detached 1-fam house,NA,protestant,1 gen,leo,someone else,private,married,1,1,25,big-city suburb,south atlantic,both in u.s,not str republican,voted,obama,NA,voted,republican
750,2018,37,black,female,13,high school,high school,high school,none,apartment house,pays rent,none,1 gen,sagittarius,someone else,private,never married,2,2,24,city gt 250000,e. nor. central,both in u.s,strong democrat,voted,obama,7,voted,democrat
1387,2018,31,white,male,8,lt high school,NA,junior college,none,trailer,own or is buying,NA,1 gen,leo,someone else,private,married,NA,2,33,"country,nonfarm",south atlantic,both in u.s,strong republican,did not vote,NA,4,voted,republican
1274,2018,56,white,male,12,high school,lt high school,lt high school,none,apartment house,pays rent,none,1 gen,virgo,someone else,private,divorced,7,4,19,town lt 50000,middle atlantic,both in u.s,independent,voted,obama,6,voted,independent
423,2018,47,white,male,12,high school,high school,high school,none,detached 1-fam house,own or is buying,catholic,1 gen,taurus,someone else,private,divorced,1,2,17,town lt 50000,new england,both in u.s,"ind,near rep",voted,romney,4,voted,independent
2216,2018,41,white,male,12,high school,NA,junior college,none,detached 1-fam house,own or is buying,protestant,1 gen,gemini,someone else,private,married,4,4,26,town lt 50000,e. nor. central,both in u.s,not str democrat,did not vote,NA,5,did not vote,democrat
84,2018,40,white,female,13,high school,junior college,high school,none,3-4 fam house,pays rent,catholic,"2 gens, children",capricorn,someone else,private,married,1,4,19,big-city suburb,middle atlantic,both in u.s,not str democrat,voted,obama,6,voted,democrat
878,2018,64,white,female,16,graduate,graduate,high school,none,detached 1-fam house,own or is buying,none,1 gen,NA,self-employed,private,married,2,1,26,city gt 250000,foreign,mother only,independent,voted,obama,10,voted,independent
228,2018,28,white,female,17,bachelor,high school,bachelor,none,apartment house,NA,protestant,1 gen,gemini,someone else,private,never married,2,0,NA,50000 to 250000,pacific,both in u.s,"ind,near dem",voted,obama,NA,did not vote,independent
2248,2018,55,white,male,12,high school,lt high school,high school,none,detached 1-fam house,NA,none,1 gen,virgo,self-employed,NA,married,1,4,28,"country,nonfarm",e. nor. central,both in u.s,not str democrat,did not vote,NA,NA,voted,democrat
2114,2018,62,white,male,20,bachelor,high school,bachelor,none,detached 1-fam house,NA,buddhism,1 gen,taurus,someone else,private,widowed,9,1,19,city gt 250000,w. sou. central,both in u.s,independent,voted,obama,NA,voted,independent
1904,2018,43,white,male,10,lt high school,high school,lt high school,none,detached 1-fam house,NA,catholic,1 gen,scorpio,someone else,private,married,4,3,23,city gt 250000,foreign,neither in u.s,not str democrat,did not vote,NA,NA,did not vote,democrat
1593,2018,88,other,male,11,high school,high school,lt high school,none,row house,own or is buying,hinduism,1 gen,pisces,self-employed,private,married,10,5,24,city gt 250000,foreign,neither in u.s,independent,did not vote,NA,7,voted,independent
2177,2018,74,white,male,12,high school,high school,lt high school,none,apartment house,pays rent,protestant,1 gen,aquarius,self-employed,private,divorced,1,4,23,farm,w. nor. central,both in u.s,strong republican,did not vote,NA,4,voted,republican
711,2018,19,white,male,9,lt high school,lt high school,lt high school,none,row house,pays rent,protestant,1 gen,virgo,someone else,private,never married,4,0,NA,"country,nonfarm",foreign,neither in u.s,independent,ineligible,NA,5,did not vote,independent
1139,2018,64,white,female,12,high school,lt high school,lt high school,none,detached 1-fam house,NA,protestant,1 gen,taurus,someone else,private,separated,8,2,19,"country,nonfarm",e. sou. central,both in u.s,strong republican,voted,romney,NA,voted,republican
1431,2018,72,white,female,14,high school,lt high school,lt high school,none,detached 1-fam house,NA,protestant,"2 gens, grandchldrn",NA,someone else,private,widowed,1,5,24,50000 to 250000,south atlantic,both in u.s,independent,did not vote,NA,4,did not vote,independent
1257,2018,18,white,female,12,high school,lt high school,high school,none,detached 1-fam house,own or is buying,catholic,"2 gens, children",capricorn,NA,NA,never married,5,0,NA,town lt 50000,new england,both in u.s,not str democrat,ineligible,NA,4,did not vote,democrat
1166,2018,81,white,male,16,bachelor,NA,lt high school,more than 4 yrs,detached 1-fam house,own or is buying,buddhism,"2 gens, children",sagittarius,self-employed,private,widowed,5,5,23,50000 to 250000,w. nor. central,neither in u.s,strong democrat,voted,obama,9,voted,democrat
1516,2018,70,black,male,13,high school,lt high school,lt high school,2 to 4  years,detached 1-fam house,own or is buying,protestant,1 gen,aquarius,someone else,private,never married,8,1,17,town lt 50000,south atlantic,both in u.s,strong democrat,did not vote,NA,5,did not vote,democrat
1642,2018,61,white,male,16,bachelor,high school,lt high school,more than 4 yrs,detached 1-fam house,own or is buying,protestant,1 gen,aquarius,someone else,private,married,3,0,NA,town lt 50000,south atlantic,both in u.s,strong republican,voted,romney,6,voted,republican
1261,2018,31,white,female,16,bachelor,bachelor,bachelor,none,detached 1-fam house,own or is buying,catholic,1 gen,leo,someone else,private,never married,1,0,NA,"country,nonfarm",new england,both in u.s,strong democrat,voted,obama,5,voted,democrat
2163,2018,63,white,male,12,high school,lt high school,lt high school,none,detached 1-fam house,own or is buying,protestant,1 gen,taurus,self-employed,private,married,6,1,21,farm,w. nor. central,both in u.s,"ind,near rep",voted,romney,7,voted,independent
154,2018,46,other,female,16,bachelor,high school,bachelor,none,detached 1-fam house,NA,catholic,"2 gens, children",libra,someone else,private,separated,1,4,19,town lt 50000,foreign,neither in u.s,independent,ineligible,NA,NA,did not vote,independent
539,2018,39,white,female,13,high school,high school,junior college,none,detached 1-fam house,NA,protestant,"2 gens, children",gemini,someone else,private,married,6,3,27,city gt 250000,w. sou. central,both in u.s,"ind,near rep",did not vote,NA,NA,voted,independent
623,2018,41,white,female,20,graduate,NA,graduate,none,row house,own or is buying,none,"2 gens, children",virgo,someone else,government,never married,4,1,40,50000 to 250000,w. sou. central,both in u.s,"ind,near dem",voted,obama,5,voted,independent
926,2018,38,white,male,12,high school,high school,high school,none,detached 1-fam house,own or is buying,protestant,"2 gens, children",cancer,someone else,government,married,4,2,23,"country,nonfarm",e. nor. central,both in u.s,other party,voted,romney,6,voted,other party
763,2018,42,white,female,16,bachelor,high school,high school,none,detached 1-fam house,own or is buying,none,1 gen,virgo,self-employed,private,divorced,1,3,28,town lt 50000,w. nor. central,both in u.s,independent,voted,obama,5,voted,independent
1083,2018,31,other,male,9,lt high school,lt high school,NA,none,apartment house,pays rent,catholic,"2 gens, children",leo,self-employed,private,never married,5,2,17,city gt 250000,w. sou. central,neither in u.s,"ind,near dem",did not vote,NA,0,did not vote,independent
1309,2018,30,black,male,16,bachelor,high school,bachelor,none,2 units side by side,NA,none,"2 gens, children",libra,someone else,private,never married,6,0,NA,50000 to 250000,middle atlantic,not mother;fa.dk,strong democrat,voted,obama,NA,voted,democrat
702,2018,69,black,female,13,high school,NA,high school,none,detached 1-fam house,NA,catholic,1 gen,sagittarius,someone else,government,divorced,3,2,19,city gt 250000,middle atlantic,both in u.s,strong democrat,voted,obama,NA,voted,democrat
1987,2018,22,black,female,12,high school,high school,high school,none,apartment house,NA,none,1 gen,scorpio,someone else,private,never married,10,2,16,"country,nonfarm",e. sou. central,both in u.s,independent,ineligible,NA,NA,did not vote,independent
1308,2018,69,white,male,12,high school,high school,high school,none,detached 1-fam house,own or is buying,catholic,"3 gens, chld, par",taurus,self-employed,private,widowed,3,3,21,big-city suburb,middle atlantic,both in u.s,other party,voted,obama,6,voted,other party
2347,2018,72,white,male,16,high school,high school,high school,2 to 4  years,detached 1-fam house,own or is buying,protestant,1 gen,taurus,someone else,private,married,1,2,31,town lt 50000,middle atlantic,both in u.s,"ind,near rep",voted,romney,5,voted,independent
738,2018,18,white,male,12,high school,bachelor,bachelor,none,detached 1-fam house,NA,catholic,"2 gens, children",aquarius,someone else,private,never married,3,0,NA,town lt 50000,e. nor. central,both in u.s,not str republican,ineligible,NA,NA,did not vote,republican
776,2018,27,white,female,14,junior college,graduate,NA,none,other,NA,none,1 gen,scorpio,someone else,private,never married,2,0,NA,big-city suburb,pacific,both in u.s,not str democrat,voted,obama,NA,did not vote,democrat
838,2018,34,other,male,12,high school,lt high school,lt high school,none,detached 1-fam house,pays rent,none,"2 gens, children",scorpio,someone else,private,married,4,0,NA,town lt 50000,pacific,neither in u.s,independent,did not vote,NA,3,did not vote,independent
1144,2018,76,white,male,14,high school,high school,lt high school,2 to 4  years,apartment house,NA,jewish,1 gen,aquarius,someone else,private,widowed,1,2,25,city gt 250000,middle atlantic,both in u.s,other party,voted,romney,NA,voted,other party
1016,2018,61,white,male,14,junior college,high school,high school,none,detached 1-fam house,NA,protestant,1 gen,cancer,someone else,private,married,3,2,27,50000 to 250000,middle atlantic,both in u.s,"ind,near rep",did not vote,NA,NA,did not vote,independent
1089,2018,53,white,male,14,high school,high school,high school,none,detached 1-fam house,own or is buying,catholic,"2 gens, children",virgo,self-employed,private,married,4,3,35,big-city suburb,e. nor. central,both in u.s,strong republican,voted,romney,4,voted,republican
961,2018,38,white,male,14,bachelor,lt high school,graduate,none,apartment house,pays rent,catholic,1 gen,pisces,someone else,private,married,1,2,34,big-city suburb,e. sou. central,neither in u.s,independent,ineligible,NA,8,did not vote,independent
607,2018,64,other,female,9,high school,lt high school,lt high school,none,detached 1-fam house,own or is buying,protestant,1 gen,virgo,someone else,private,married,13,4,21,town lt 50000,foreign,father only,independent,NA,NA,5,voted,independent
1688,2018,55,white,male,12,high school,NA,high school,none,detached 1-fam house,own or is buying,protestant,1 gen,gemini,someone else,private,divorced,3,0,NA,50000 to 250000,e. nor. central,both in u.s,strong republican,voted,romney,9,voted,republican
1321,2018,75,white,female,12,high school,lt high school,high school,none,detached 1-fam house,NA,protestant,1 gen,aquarius,someone else,private,widowed,3,3,22,town lt 50000,middle atlantic,both in u.s,strong republican,voted,romney,NA,voted,republican
1158,2018,28,white,male,14,junior college,lt high school,lt high school,none,detached 1-fam house,own or is buying,protestant,1 gen,capricorn,someone else,private,married,8,3,24,city gt 250000,mountain,neither in u.s,strong republican,voted,romney,5,voted,republican
257,2018,36,other,male,12,high school,high school,high school,none,detached 1-fam house,NA,none,"3 gens, grandchldrn",virgo,someone else,private,never married,3,1,28,city gt 250000,e. nor. central,mother only,"ind,near rep",voted,obama,NA,did not vote,independent
390,2018,76,black,female,14,high school,high school,lt high school,none,apartment-4 stories,pays rent,protestant,1 gen,leo,someone else,government,widowed,7,7,21,town lt 50000,foreign,neither in u.s,independent,ineligible,NA,3,voted,independent
1881,2018,24,black,female,13,high school,high school,high school,none,detached 1-fam house,own or is buying,none,"3 gens, chld, par",aries,self-employed,private,never married,3,3,19,town lt 50000,w. sou. central,both in u.s,"ind,near dem",did not vote,NA,4,did not vote,independent
1945,2018,44,white,female,20,graduate,high school,high school,more than 4 yrs,detached 1-fam house,own or is buying,protestant,1 gen,virgo,someone else,government,married,6,2,35,town lt 50000,e. nor. central,both in u.s,not str republican,voted,romney,5,did not vote,republican
1378,2018,42,white,female,15,high school,NA,high school,none,detached 1-fam house,own or is buying,christian,1 gen,taurus,someone else,private,divorced,1,1,29,town lt 50000,south atlantic,both in u.s,not str republican,voted,obama,4,voted,republican
124,2018,59,white,female,16,bachelor,bachelor,bachelor,none,detached 1-fam house,NA,protestant,1 gen,aries,someone else,government,married,2,2,28,50000 to 250000,pacific,both in u.s,"ind,near dem",voted,NA,NA,voted,independent
202,2018,29,white,male,13,high school,NA,lt high school,none,detached 1-fam house,own or is buying,none,1 gen,leo,someone else,private,never married,5,0,NA,50000 to 250000,pacific,both in u.s,not str democrat,did not vote,NA,5,voted,democrat
542,2018,71,white,male,16,bachelor,high school,high school,2 to 4  years,detached 1-fam house,own or is buying,protestant,1 gen,sagittarius,someone else,government,married,2,2,23,big-city suburb,e. nor. central,both in u.s,"ind,near rep",voted,obama,6,voted,independent
657,2018,40,black,male,12,high school,lt high school,high school,none,apartment house,pays rent,protestant,1 gen,leo,someone else,private,married,8,2,23,town lt 50000,south atlantic,both in u.s,not str democrat,voted,obama,8,voted,democrat
1857,2018,80,white,male,10,lt high school,NA,lt high school,none,detached 1-fam house,own or is buying,none,1 gen,sagittarius,someone else,government,widowed,3,8,NA,city gt 250000,e. nor. central,father only,not str republican,voted,romney,4,voted,republican
1592,2018,81,white,female,12,high school,lt high school,lt high school,none,detached 1-fam house,own or is buying,none,"2 gens, children",scorpio,someone else,government,widowed,7,1,23,50000 to 250000,e. sou. central,both in u.s,not str democrat,did not vote,NA,8,did not vote,democrat
782,2018,70,white,male,14,high school,high school,lt high school,none,detached 1-fam house,own or is buying,protestant,1 gen,capricorn,someone else,private,widowed,4,0,NA,town lt 50000,mountain,both in u.s,not str republican,did not vote,NA,5,did not vote,republican
728,2018,25,black,male,14,high school,NA,high school,none,2 units side by side,pays rent,protestant,"3 gens, grandchldrn",aquarius,someone else,private,never married,2,0,NA,city gt 250000,e. nor. central,both in u.s,not str democrat,voted,obama,6,voted,democrat
784,2018,52,white,female,17,junior college,lt high school,lt high school,none,detached 1-fam house,own or is buying,catholic,"2 gens, children",virgo,self-employed,NA,divorced,3,4,25,town lt 50000,mountain,both in u.s,strong democrat,voted,obama,7,voted,democrat
262,2018,26,white,male,16,bachelor,graduate,bachelor,none,detached 1-fam house,NA,protestant,"2 gens, children",leo,someone else,private,never married,1,0,NA,big-city suburb,e. nor. central,both in u.s,strong democrat,voted,obama,NA,voted,democrat
1679,2018,73,white,male,16,bachelor,high school,high school,less than 2 yrs,row house,pays rent,catholic,1 gen,aquarius,someone else,private,divorced,1,1,38,town lt 50000,middle atlantic,both in u.s,independent,voted,obama,6,voted,independent
979,2018,43,white,male,18,graduate,junior college,high school,none,detached 1-fam house,own or is buying,christian,1 gen,cancer,someone else,private,never married,1,0,NA,50000 to 250000,south atlantic,both in u.s,not str democrat,voted,obama,7,voted,democrat
348,2018,67,white,female,12,high school,lt high school,lt high school,none,apartment house,pays rent,protestant,1 gen,aries,someone else,private,widowed,3,3,18,50000 to 250000,e. nor. central,both in u.s,"ind,near dem",voted,obama,10,voted,independent
845,2018,56,white,male,14,high school,high school,high school,more than 4 yrs,trailer,NA,protestant,1 gen,gemini,someone else,government,married,4,1,18,big-city suburb,middle atlantic,both in u.s,strong republican,voted,romney,NA,voted,republican
1990,2018,66,other,female,12,high school,high school,high school,none,3-4 fam house,pays rent,catholic,1 gen,gemini,someone else,government,divorced,5,3,23,city gt 250000,pacific,both in u.s,not str democrat,voted,obama,6,voted,democrat
498,2018,66,white,female,6,lt high school,NA,lt high school,none,detached 1-fam house,NA,catholic,1 gen,leo,someone else,private,separated,9,5,18,city gt 250000,w. sou. central,both in u.s,independent,did not vote,NA,NA,did not vote,independent
1284,2018,53,white,male,11,high school,lt high school,high school,2 to 4  years,trailer,own or is buying,protestant,1 gen,leo,someone else,private,married,4,2,25,city gt 250000,e. sou. central,both in u.s,strong republican,voted,romney,6,voted,republican
632,2018,29,black,female,12,high school,high school,high school,none,NA,pays rent,protestant,1 gen,virgo,someone else,private,never married,2,3,20,town lt 50000,e. sou. central,both in u.s,not str democrat,voted,obama,4,did not vote,democrat
63,2018,41,black,female,16,bachelor,high school,high school,none,apartment-4 stories,pays rent,protestant,1 gen,gemini,someone else,private,never married,2,0,NA,city gt 250000,middle atlantic,both in u.s,strong democrat,voted,obama,8,voted,democrat
849,2018,58,white,male,14,high school,bachelor,bachelor,more than 4 yrs,detached 1-fam house,own or is buying,protestant,1 gen,gemini,self-employed,private,divorced,2,2,18,big-city suburb,pacific,both in u.s,not str democrat,voted,obama,5,voted,democrat
802,2018,19,white,female,12,high school,high school,high school,none,detached 1-fam house,own or is buying,protestant,"2 gens, children",virgo,someone else,private,married,5,0,NA,50000 to 250000,mountain,both in u.s,"ind,near rep",ineligible,NA,7,did not vote,independent
230,2018,24,white,female,12,high school,lt high school,high school,none,apartment house,pays rent,protestant,"2 gens, children",gemini,someone else,private,never married,3,1,19,50000 to 250000,pacific,both in u.s,"ind,near dem",ineligible,NA,4,did not vote,independent
28,2018,42,black,female,9,lt high school,lt high school,high school,none,detached 1-fam house,NA,protestant,"2 gens, children",gemini,NA,NA,never married,8,5,15,50000 to 250000,middle atlantic,both in u.s,not str democrat,did not vote,NA,NA,voted,democrat
1801,2018,35,white,female,14,junior college,NA,high school,none,detached 1-fam house,NA,protestant,1 gen,scorpio,someone else,private,divorced,9,3,26,50000 to 250000,w. nor. central,both in u.s,not str democrat,voted,obama,NA,voted,democrat
1913,2018,66,white,female,14,high school,high school,high school,none,detached 1-fam house,own or is buying,none,1 gen,pisces,self-employed,NA,divorced,2,0,NA,50000 to 250000,w. nor. central,both in u.s,strong democrat,voted,obama,8,voted,democrat
807,2018,49,white,female,16,graduate,bachelor,high school,none,detached 1-fam house,own or is buying,none,"2 gens, children",cancer,someone else,government,married,1,3,29,city gt 250000,mountain,both in u.s,"ind,near dem",voted,obama,9,voted,independent
248,2018,70,white,male,13,high school,lt high school,high school,none,row house,NA,protestant,1 gen,aquarius,someone else,private,widowed,2,1,22,50000 to 250000,e. nor. central,both in u.s,"ind,near rep",voted,obama,NA,voted,independent
906,2018,25,black,male,13,high school,NA,bachelor,none,detached 1-fam house,NA,none,"2 gens, grandchldrn",gemini,NA,NA,never married,5,0,NA,city gt 250000,w. nor. central,both in u.s,independent,voted,obama,NA,voted,independent
2001,2018,81,other,male,11,lt high school,lt high school,lt high school,less than 2 yrs,detached 1-fam house,own or is buying,catholic,1 gen,pisces,NA,NA,married,12,6,22,"country,nonfarm",pacific,mother only,strong republican,voted,romney,3,voted,republican
2261,2018,24,black,female,16,bachelor,high school,bachelor,none,detached 1-fam house,NA,protestant,"2 gens, children",taurus,someone else,government,never married,2,0,NA,town lt 50000,e. sou. central,both in u.s,"ind,near dem",did not vote,NA,NA,voted,independent
1532,2018,44,white,female,12,high school,high school,high school,none,trailer,own or is buying,protestant,1 gen,sagittarius,someone else,private,divorced,2,2,33,50000 to 250000,e. sou. central,both in u.s,"ind,near rep",did not vote,NA,6,did not vote,independent
434,2018,32,other,female,16,bachelor,high school,junior college,none,row house,pays rent,protestant,1 gen,aries,self-employed,private,married,2,0,NA,50000 to 250000,foreign,neither in u.s,independent,did not vote,NA,3,did not vote,independent
1855,2018,61,white,male,18,graduate,high school,graduate,none,detached 1-fam house,own or is buying,protestant,1 gen,capricorn,someone else,government,divorced,1,0,NA,town lt 50000,w. sou. central,both in u.s,"ind,near dem",voted,romney,9,voted,independent
526,2018,22,white,female,12,high school,NA,junior college,none,2 units side by side,pays rent,protestant,4 gens,taurus,self-employed,NA,never married,3,2,17,town lt 50000,w. sou. central,both in u.s,independent,ineligible,NA,5,did not vote,independent
1392,2018,30,white,female,18,graduate,junior college,junior college,none,detached 1-fam house,own or is buying,protestant,1 gen,virgo,someone else,government,never married,2,0,NA,"country,nonfarm",south atlantic,both in u.s,not str republican,voted,romney,7,voted,republican
1400,2018,40,black,male,16,bachelor,NA,high school,none,2 units side by side,pays rent,none,1 gen,sagittarius,someone else,government,never married,3,0,NA,50000 to 250000,south atlantic,both in u.s,independent,voted,obama,6,voted,independent
1485,2018,56,white,female,16,bachelor,bachelor,bachelor,none,detached 1-fam house,NA,none,1 gen,aquarius,self-employed,private,divorced,2,0,NA,town lt 50000,south atlantic,both in u.s,strong republican,voted,romney,NA,voted,republican
2059,2018,34,white,female,12,high school,high school,junior college,none,detached 1-fam house,NA,protestant,"2 gens, children",NA,someone else,private,married,5,3,21,50000 to 250000,pacific,both in u.s,"ind,near rep",voted,romney,6,voted,independent
1496,2018,65,white,female,14,junior college,lt high school,lt high school,more than 4 yrs,detached 1-fam house,own or is buying,protestant,1 gen,aquarius,someone else,private,married,10,1,25,farm,e. nor. central,both in u.s,independent,voted,obama,8,voted,independent
375,2018,45,white,male,16,bachelor,junior college,bachelor,more than 4 yrs,detached 1-fam house,own or is buying,none,1 gen,gemini,someone else,government,separated,5,2,24,town lt 50000,new england,both in u.s,not str republican,voted,romney,8,voted,republican
1503,2018,58,white,female,14,junior college,NA,lt high school,none,detached 1-fam house,own or is buying,protestant,1 gen,taurus,someone else,private,widowed,4,0,NA,city gt 250000,e. nor. central,both in u.s,not str democrat,voted,obama,6,voted,democrat
710,2018,89,white,female,12,high school,NA,lt high school,none,apartment house,own or is buying,jewish,1 gen,taurus,someone else,private,widowed,6,4,19,city gt 250000,middle atlantic,neither in u.s,other party,voted,obama,5,voted,other party
2127,2018,20,white,female,13,high school,high school,high school,none,detached 1-fam house,NA,protestant,"2 gens, children",sagittarius,someone else,private,never married,1,0,NA,town lt 50000,w. sou. central,both in u.s,"ind,near rep",ineligible,NA,NA,did not vote,independent
825,2018,41,white,female,14,junior college,high school,high school,none,detached 1-fam house,NA,none,"2 gens, children",sagittarius,someone else,private,married,2,2,29,town lt 50000,w. nor. central,both in u.s,independent,did not vote,NA,NA,did not vote,independent
2135,2018,25,white,female,15,high school,NA,junior college,none,detached 1-fam house,pays rent,none,1 gen,cancer,someone else,private,married,0,0,NA,town lt 50000,w. sou. central,both in u.s,"ind,near dem",did not vote,NA,6,did not vote,independent
1502,2018,66,white,female,12,high school,high school,high school,none,apartment house,own or is buying,catholic,1 gen,aries,someone else,private,married,4,2,17,city gt 250000,middle atlantic,both in u.s,strong republican,voted,romney,6,voted,republican
2008,2018,46,white,female,16,graduate,high school,high school,none,detached 1-fam house,own or is buying,none,1 gen,virgo,someone else,government,separated,2,3,30,town lt 50000,pacific,both in u.s,strong democrat,voted,obama,7,voted,democrat
389,2018,38,black,male,14,junior college,lt high school,high school,none,apartment house,NA,catholic,1 gen,cancer,someone else,government,married,4,0,NA,50000 to 250000,new england,neither in u.s,strong democrat,voted,obama,NA,voted,democrat
618,2018,34,other,female,12,high school,NA,lt high school,none,apartment house,pays rent,none,"2 gens, children",aries,NA,NA,married,5,2,28,city gt 250000,w. sou. central,neither in u.s,"ind,near rep",did not vote,NA,1,did not vote,independent
670,2018,28,white,female,12,high school,bachelor,bachelor,none,detached 1-fam house,NA,jewish,1 gen,capricorn,someone else,NA,never married,2,0,NA,50000 to 250000,south atlantic,both in u.s,strong republican,voted,romney,NA,voted,republican
194,2018,36,other,female,16,bachelor,high school,high school,more than 4 yrs,apartment house,pays rent,protestant,"2 gens, children",gemini,someone else,government,married,1,1,31,town lt 50000,pacific,both in u.s,"ind,near rep",voted,romney,6,voted,independent
282,2018,34,white,male,13,high school,junior college,bachelor,none,2 units side by side,NA,none,"2 gens, children",aries,someone else,private,married,2,3,30,50000 to 250000,e. nor. central,both in u.s,"ind,near dem",did not vote,NA,NA,did not vote,independent
1472,2018,53,black,female,9,lt high school,lt high school,lt high school,none,detached 1-fam house,own or is buying,protestant,"2 gens, children",cancer,someone else,government,married,3,5,22,"country,nonfarm",foreign,neither in u.s,not str democrat,ineligible,NA,1,did not vote,democrat
2005,2018,49,white,male,15,high school,high school,junior college,none,detached 1-fam house,pays rent,none,1 gen,cancer,someone else,private,married,2,0,NA,town lt 50000,pacific,both in u.s,strong democrat,voted,obama,9,voted,democrat
333,2018,70,white,female,19,graduate,high school,lt high school,none,apartment-4 stories,own or is buying,catholic,1 gen,NA,someone else,private,divorced,12,3,29,city gt 250000,foreign,neither in u.s,independent,voted,obama,4,voted,independent
1148,2018,29,other,female,12,high school,lt high school,lt high school,none,detached 1-fam house,own or is buying,catholic,"2 gens, children",aries,someone else,private,never married,3,0,NA,city gt 250000,mountain,neither in u.s,not str democrat,ineligible,NA,4,did not vote,democrat
279,2018,60,white,male,12,high school,high school,high school,none,detached 1-fam house,NA,none,"2 gens, children",virgo,someone else,private,married,5,1,38,town lt 50000,e. nor. central,both in u.s,other party,voted,other candidate (specify),NA,voted,other party
453,2018,83,other,female,12,lt high school,NA,NA,none,detached 1-fam house,own or is buying,none,"2 gens, children",leo,someone else,private,widowed,9,4,19,50000 to 250000,pacific,neither in u.s,independent,did not vote,NA,3,did not vote,independent
1395,2018,82,white,male,12,high school,lt high school,lt high school,more than 4 yrs,detached 1-fam house,own or is buying,protestant,1 gen,gemini,self-employed,private,married,10,2,35,farm,south atlantic,both in u.s,not str democrat,did not vote,NA,5,voted,democrat
1179,2018,69,white,male,12,high school,NA,high school,more than 4 yrs,detached 1-fam house,NA,catholic,1 gen,taurus,someone else,private,never married,3,0,NA,city gt 250000,e. nor. central,both in u.s,"ind,near rep",voted,obama,NA,voted,independent
1991,2018,44,other,male,11,lt high school,NA,lt high school,none,row house,pays rent,catholic,"3 gens, grandchldrn",gemini,someone else,private,never married,5,0,NA,50000 to 250000,pacific,father only,strong republican,did not vote,NA,5,did not vote,republican
1315,2018,51,white,female,14,junior college,high school,high school,none,detached 1-fam house,own or is buying,protestant,"2 gens, children",aquarius,someone else,private,married,1,2,25,town lt 50000,middle atlantic,both in u.s,strong republican,voted,romney,5,voted,republican
1215,2018,55,other,male,11,high school,NA,graduate,none,detached 1-fam house,NA,none,1 gen,cancer,someone else,private,divorced,2,4,25,town lt 50000,mountain,both in u.s,"ind,near rep",did not vote,NA,NA,did not vote,independent
1338,2018,49,white,male,16,bachelor,bachelor,bachelor,less than 2 yrs,detached 1-fam house,own or is buying,protestant,"2 gens, children",capricorn,someone else,government,divorced,2,3,29,town lt 50000,new england,both in u.s,"ind,near dem",voted,obama,10,voted,independent
2313,2018,53,white,female,8,lt high school,NA,high school,none,detached 1-fam house,own or is buying,protestant,"2 gens, children",scorpio,someone else,private,married,8,4,21,50000 to 250000,south atlantic,both in u.s,independent,did not vote,NA,6,did not vote,independent
584,2018,56,white,male,12,high school,high school,high school,none,detached 1-fam house,pays rent,protestant,1 gen,scorpio,someone else,government,never married,2,1,24,"country,nonfarm",middle atlantic,both in u.s,"ind,near rep",did not vote,NA,4,did not vote,independent
